"","2002_025_NDVI","2002_033_NDVI","2002_041_NDVI","2002_049_NDVI","2002_057_NDVI","2002_065_NDVI","2002_073_NDVI","2002_081_NDVI","2002_089_NDVI","2002_097_NDVI","2002_105_NDVI","2002_113_NDVI","2002_121_NDVI","2002_129_NDVI","2002_137_NDVI","2002_145_NDVI","2002_153_NDVI","2002_161_NDVI","2002_169_NDVI","2002_177_NDVI","2002_185_NDVI","2002_193_NDVI","2002_201_NDVI","2002_209_NDVI","2002_217_NDVI","2002_225_NDVI","2002_233_NDVI","2002_241_NDVI","2002_249_NDVI","2002_257_NDVI","2002_265_NDVI","2002_273_NDVI","2002_281_NDVI","2002_289_NDVI","2002_297_NDVI","2002_305_NDVI","2002_313_NDVI","2002_321_NDVI","2002_329_NDVI","2002_337_NDVI","2002_345_NDVI","2002_353_NDVI","2002_361_NDVI","GEOID"
"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119"
"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31183"
"13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31009"
"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31091"
"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31115"
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31003"
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31027"
"18",393.727900913783,376.162960657259,366.340405620595,356.895970720564,391.529212036133,336.882921269871,340.113426599747,317.269230988066,399.417624751727,537.795872810088,594.767967388784,609.275659781236,660.383904414088,678.6819403486,690.496035862895,657.933496123023,550.211125362405,516.697470978296,409.811482710804,333.559119501274,280.384840821191,279.880512338176,290.051910034472,323.486714058929,371.421596975349,365.140061449376,371.430352117232,369.705333718865,341.966411434311,336.589059623883,309.340375758475,284.933619657009,276.029235693476,267.079282830075,278.095603371964,256.479110118606,252.413629207971,249.132907215178,250.303112737911,240.979368093062,234.318807697615,230.135042416152,228.146073901622,"31029"
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31035"
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31039"
"21",285.925728920088,282.895856749064,256.81331485138,256.312390703585,NA,255.821190312537,262.372661708557,230.73514140736,300.637000716017,356.398114073328,440.956710046431,479.243179941148,545.314981423172,560.268162908537,583.346340125846,510.071477773429,468.219833117691,456.733415718987,303.934678126051,282.739856097781,232.366956237963,254.056024825202,292.245137577605,289.049654399285,292.633429917025,282.898826524552,304.668886945649,349.808728354984,355.599220928362,363.988315733745,330.072288694947,317.182946328062,299.707578090874,289.24713580759,311.675564103736,236.217028691218,282.99186943431,279.054887562292,272.745762062248,269.702369563254,260.818146356556,252.915861880289,258.435897803845,"31049"
"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31051"
"23",352.074027543383,321.295120129482,315.517202922862,318.336635792509,336.430536131545,301.716905006996,318.089156341553,302.345308507763,376.778693926536,499.791301509543,547.612248168687,557.178421052767,602.515818007824,610.845646606187,622.017409330772,603.648542569505,498.979626871315,463.369348183243,332.437741205002,295.628552362228,267.41758276393,266.710821331672,257.01486899636,258.805154618955,275.556727836593,272.015500187622,288.819911698164,318.266963934546,308.697067938194,315.293075593783,306.599169450885,294.983286012807,288.038343207781,264.89840756187,346.701838175456,255.321631448311,257.209161097038,252.086076465164,250.953252946783,247.716838397811,239.461331531052,238.733111398781,228.436525175843,"31057"
"24",373.315188558953,293.827694883441,352.748666069926,340.571064827211,329.873345006426,288.070856623289,303.283361086945,295.364692251429,376.698096929466,477.393597092739,544.321575420283,560.060280145729,612.549266783733,651.112640910066,663.516104308652,677.216390913684,600.060676063731,542.575016330076,420.260647251755,343.150655786105,307.643932981987,304.539509533184,286.63921611689,283.004024833095,282.860986138782,253.675059646712,265.529432885001,276.680432139515,260.108613241077,241.744636306587,263.837358135549,288.779725232427,304.035703096776,303.560625361175,NA,287.111685666972,282.301085104293,274.143242005663,259.67334849932,251.683570579899,249.444979445514,241.490006309627,239.452600193356,"31063"
"25",341.116004106475,NA,330.416007117069,362.563822215189,313.89885673523,330.965462578668,344.538925077857,351.780039347574,384.863230539653,459.223176172175,589.616647320593,621.074001472153,648.580386955581,703.170123437208,710.288962175746,726.256080307646,688.474565151923,616.890831313447,551.332660795008,429.892277883198,430.530536583084,424.051683985545,379.700480478252,394.769653871835,419.592263410191,394.302852125053,501.693365563879,470.42480505298,414.906587703499,432.722317724171,375.613576283712,375.070930343902,360.143545002281,354.622514096563,355.796345275125,352.344192322143,337.825786449291,343.385331388005,323.838969887374,294.43667491566,317.734708774589,312.264465332031,301.24267742591,"31067"
"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31077"
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31093"
"28",296.010300951665,285.126233833478,277.568926439633,269.81400856471,260.971507263184,248.875866507819,NA,NA,303.391550414125,363.854871571287,409.837451606208,439.023547197549,488.473701605877,499.896579899591,517.075343607043,468.842651967252,436.238106002522,442.531023975615,344.148134810201,287.266246781367,264.210120106471,230.818820293685,239.276435051964,240.36958931509,240.168073504159,227.151439766759,241.20987967159,274.726288641883,285.781148235614,340.14113051168,348.183449991633,347.723909195356,332.117413235694,310.534465104204,318.392343091399,402.586365472703,308.409095018963,292.98507086062,292.099200216741,283.610021572227,267.114704606096,261.359859534537,260.853905696206,"31123"
"29",314.685352749295,NA,310.959987640381,329.620539855957,301.419132232666,286.480958418413,326.186631774902,347.068884277344,349.28090133667,407.045705795288,574.396380615234,607.170545959473,643.657511901856,725.425364685059,726.898649597168,771.561096191406,733.452505493164,681.817254638672,529.108963012695,448.20793762207,442.937660217285,416.454981994629,385.000617980957,382.510610961914,462.7161367316,389.48843536377,478.252335492302,499.471022033691,425.308818054199,456.909332275391,370.401473999023,410.92463282535,369.383258056641,348.334238433838,379.335235595703,333.799356079102,317.734568023682,314.34701461792,304.682849884033,288.85325012207,294.380571746826,297.034240722656,286.212758636475,"31133"
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31139"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31149"
"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31163"
"33",352.302046203613,NA,328.479760341957,370.790134367396,326.712679655656,262.872375488281,310.184263305664,327.603451592582,373.295397148758,493.467791948162,593.146213719102,609.009333876313,649.842333777476,668.17721862793,714.577997926806,708.71441550333,666.080891593558,582.487889524366,482.684287516276,417.593700471472,398.819560066598,400.229942947138,397.870299258475,359.143274025839,417.787288859739,375.031349807489,417.977697964372,483.354719818616,414.994513839972,387.527859547099,376.97324008629,365.620780569608,364.69833774254,337.469092947538,344.301941668401,327.559605916341,313.645665403272,312.883263509782,302.112178114594,283.419109212941,299.868471239434,286.259564509157,287.13857506924,"31169"
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31179"
"35",279.038450761275,NA,277.088308583135,281.221786499023,321.257873535156,278.016662597656,300.236932373047,274.759486951326,337.473408203125,416.887340698242,432.085856323242,459.507276611328,492.986697998047,503.749632568359,538.777086181641,606.824954833984,564.775437011719,480.643127441406,402.317738408628,373.569637451172,340.352077636719,375.182142333984,348.247261352539,358.189348144531,399.297312011719,343.286017456055,360.681740897042,440.065463867187,411.031644287109,399.838267822266,369.038933105469,306.597521362305,287.783943481445,271.786473999023,274.756021772112,261.208482666016,244.946184082031,237.749992675781,235.442794189453,238.359121704102,234.353511352539,233.641266479492,222.764551391602,"31061"
"36",360.112298642846,NA,349.59651886418,354.128798884527,328.955894455047,304.114675686593,317.768099246192,314.750065050627,373.04349133106,457.541126893383,529.271927203849,554.100324022009,603.207092317553,617.608988892639,646.713533214813,657.670682157934,585.568450441786,510.076532060174,423.347015120025,321.192507101978,292.616669649646,292.431346577444,276.487040255932,260.953802170028,261.623054653342,241.985141389689,262.124876568814,274.624480859557,253.642483753763,249.86870699678,255.109566755356,251.978886075505,251.65961213877,272.69459005589,314.343119303385,274.800919486206,274.921444532968,274.693444140651,265.072630540074,258.137198251777,259.477300205026,251.398864963598,250.527518513349,"31065"
"37",301.873390958388,300.110283344433,272.68779483768,272.928997954595,NA,257.347528178818,NA,230.529862710095,313.725980939182,372.777715989573,447.751206827331,488.275749317335,550.153069471775,557.987710951804,593.192466709097,526.953817353227,494.3669580451,484.72777378195,329.665868691343,309.372270701585,243.978460356019,245.145070274173,261.658791906427,260.457053343455,262.166684340276,262.839860689777,276.512727969518,328.528959187377,342.397968189033,369.777550633812,343.646217938358,332.283470914074,325.434091032178,305.277692724516,329.505191502323,183.429793964733,310.128513721329,302.990411304658,298.758484119486,292.542018659481,281.980456658922,272.362759488899,275.913368697138,"31069"
"38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31079"
"39",358.758793248759,323.950069676275,333.094980220984,323.219270067815,305.774442406857,297.504128358802,301.150093882358,298.768114391126,361.82377165487,474.139942728187,529.428845981469,521.93038158882,595.709169062484,616.871109352787,627.095772096692,611.493082166294,499.383250606617,467.482999104425,347.871966965533,305.440424469979,281.745478017319,280.149712162114,272.304631895105,274.276521069774,284.219388543452,285.321903591187,307.248607739926,321.827389973565,301.394442749023,303.185363499247,283.358877784975,259.968500134258,252.04782045521,237.176160036863,237.057625732422,222.974900136941,223.701744243527,220.101334196339,218.835668406471,222.204695736684,218.249104409719,210.525462610581,211.440896272231,"31085"
"40",NA,NA,206.130807495117,266.095156217876,270.013392130534,251.766129343133,246.202544362921,254.863851928711,272.696759675678,305.180480153937,350.391005666632,361.080861944901,415.058015522204,554.193266216077,578.63155909947,632.919388620477,613.225447805304,497.655726382607,403.37356406764,348.519332082648,314.042602539062,302.320269132915,273.394148977179,255.479258487099,321.398057937622,253.852368003444,284.530089378357,414.836628160979,384.45720311215,426.540141858553,379.660344174034,327.643715306332,336.336074026007,304.997397171824,321.398194162469,297.483948557,275.236450195312,274.03188685367,277.403560437654,268.264560900236,275.408536409077,265.59307058234,262.653962787829,"31001"
"41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31011"
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31015"
"43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31089"
"44",389.639179229736,NA,358.674528830392,398.53784866333,345.147580942713,308.784009297689,355.851583508478,368.743242100307,409.090379551479,525.825578025535,639.121049063546,646.332016863142,658.247311135997,733.9221219744,746.372779192243,732.492662070454,707.364573233468,591.084991019113,491.346027804497,404.182738167899,397.761231776646,385.108776065085,349.997076633998,341.516836656843,390.702149527413,336.286753627232,401.457146175324,439.267989458357,408.816371808733,442.071510314941,404.646890476772,378.817562321254,374.217931801932,358.4629107884,352.561877114432,325.040688494127,317.516796875,314.241408429827,298.976385934012,283.678699850178,288.164755140032,284.318456050328,274.254472678048,"31095"
"45",NA,NA,304.618532816569,341.165719168527,NA,293.086496988932,283.797215053013,269.183906555176,370.699026925223,445.466544015067,486.870614188058,513.620574951172,550.332331339518,599.151497977121,583.499803815569,674.669721330915,588.303588867188,524.411141531808,449.405665806362,410.890908377511,442.526310511998,425.433288574219,382.449733189174,457.810001918248,528.982051304409,408.990862165179,513.837066650391,423.739052908761,362.605137416295,368.658050537109,311.005157470703,295.959215436663,286.312513078962,270.955426897321,273.727941894531,274.208777291434,262.332332066127,242.180988856724,235.170160929362,243.382930210658,240.171269008092,243.221439906529,239.472606113979,"31099"
"46",259.573234607971,251.001231543401,248.625256421742,243.870263445933,243.706801959446,236.8799360937,230.827944817944,241.478637695312,262.442808542632,303.587826501249,322.323179083836,321.869771113626,349.843983423987,338.575534817015,366.450732557887,342.817461146618,345.969970589782,364.093099100012,299.046435852901,275.596442729982,235.12617763282,210.457438831099,220.560955051149,218.742046644103,220.868563001202,229.296069046913,242.209596117596,280.42095904762,288.134914241225,291.550367845909,282.680439090994,280.853066458631,259.125248759349,250.888773770275,251.894635873012,NA,250.083420625822,243.5019692315,241.293382458007,237.568407768385,225.982293188452,215.382007327762,207.831234298022,"31105"
"47",249.077930450439,260.085487365723,262.077728271484,267.77596282959,NA,224.226109822591,263.719177246094,NA,323.856430053711,407.708702087402,409.98917388916,463.325012207031,590.943412780762,555.382820129395,653.790054321289,629.54630279541,616.042236328125,683.136795043945,482.618637084961,443.295120239258,465.655975341797,336.805751800537,325.576499938965,336.663200378418,520.225692749023,609.583145141602,570.800788879395,602.300216674805,541.501541137695,428.414978027344,347.38005065918,306.933399200439,297.41024017334,334.669403076172,NA,245.926418304443,225.383613586426,214.488792419434,213.689136505127,217.979721069336,208.507183074951,198.494491577148,197.667846679688,"31117"
"48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31125"
"49",281.71325378418,NA,283.65326944987,298.790117390951,270.778437296549,295.96054280599,290.836405436198,315.102926080877,321.057736206055,366.922330729167,491.81918741862,533.709545898437,618.406467692057,690.147013346354,713.294860839844,784.141691080729,739.906624348958,700.696301269531,530.912465413411,410.650809733073,421.734600830078,371.577652994792,327.990973917643,351.854383028471,372.546822102865,326.29521077474,528.387468126085,443.354384358724,443.179528808594,442.846964518229,362.579689534505,386.575518798828,359.278588867188,358.600771077474,NA,339.169964599609,313.00302327474,314.959934488932,305.525120035807,276.183537801107,285.578477986654,285.863535563151,277.448903401693,"31127"
"50",336.409992061579,326.818727597909,320.297688080127,316.02425474387,NA,289.502106710074,301.355467637891,273.835204491248,333.750199835829,447.91619752874,512.883206809247,519.012460145761,587.803336092242,604.352250695105,628.539822115443,572.677222312176,469.578939582153,459.236377190308,351.441053732442,301.356000098113,261.572441658546,281.00922025098,300.173750044274,342.3491799876,412.197648572922,377.866422283588,355.267156460619,333.949573323146,308.001022338867,303.583901961727,279.162946457937,271.131048033459,257.879663233242,244.922584886805,260.726245048487,236.409814925632,237.588293983533,232.572928410427,235.648340489503,232.764311910952,229.995834012826,220.94654092114,224.236031751131,"31135"
"51",NA,NA,273.775022234236,280.161773681641,NA,249.467422485352,258.300962175642,267.992589314779,309.205363682338,378.987036132812,402.785932268415,430.672703334263,479.953953334263,558.922201974051,574.054748535156,591.751438685826,585.962655203683,494.352111816406,462.286507742746,422.402361188616,313.06352015904,332.383671351842,315.687153407506,269.981366838728,283.052230834961,286.862991333008,329.300506591797,312.383906773158,269.542188371931,263.309958321708,258.047738211496,247.063790457589,247.251870291574,254.382555280413,278.664052327474,266.813356672014,281.745472499302,273.130889892578,269.302073887416,273.930249895368,270.070793151855,273.252796718052,265.694083077567,"31137"
"52",285.21518211758,277.062078981983,267.881932290752,258.312081876008,NA,233.093072371049,NA,NA,293.398649254624,356.378216801857,391.393630981445,396.555014226854,416.690057647362,391.549710020727,432.481901014173,363.403280452806,363.291150774275,336.688161577497,290.391761001275,243.06980319899,233.296277415996,218.278364998954,233.907595887476,233.881105384048,233.143946744958,232.093542760732,241.53642413081,270.796750905562,280.244134744008,306.138168334961,305.490483186683,341.506086232711,326.004370412519,324.868697808713,316.204678435824,378.360799153646,317.108715820313,312.912670000862,305.647717909379,298.922788480433,262.491046739661,270.601278060522,253.91331615448,"31157"
"53",256.367748799499,255.799485038989,241.16928852227,246.004928715182,227.051152232416,225.784700379478,NA,209.803710425772,226.418912208069,281.711986244389,355.872067414119,374.764390981586,449.290514442293,473.872437265263,545.010429944078,578.778637002859,576.967160086057,562.198962463244,449.773499879195,339.098465721429,322.620547241752,260.116363694557,248.822432614571,249.482547114359,259.572066290856,254.558669254503,270.274183090575,318.826289310159,318.900678305693,373.871938633549,389.666134356037,390.308820654897,363.078173245389,350.696022251674,355.385633883269,315.971406276609,316.992093689769,315.775505702721,297.220148661735,NA,284.171775294713,264.122439882515,266.136036431612,"31161"
"54",285.249771118164,NA,NA,434.950531005859,324.869812011719,NA,NA,NA,395.12223815918,479.388610839844,714.587524414062,679.129669189453,742.600982666016,629.015640258789,715.742584228516,451.43310546875,416.406860351562,431.962265014648,440.703750610352,410.377914428711,509.428604125977,451.2880859375,516.103240966797,630.55712890625,753.131469726562,761.005004882812,799.000335693359,803.866729736328,728.51953125,712.473571777344,628.299652099609,422.846389770508,357.176147460938,NA,298.287734985352,298.757690429688,278.883140563965,290.054580688477,264.286613464355,273.99494934082,281.269638061523,255.489631652832,260.857437133789,"31167"
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31171"
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31177"
"57",274.424967297171,269.895750070017,262.833013746766,259.107290358207,239.18078485154,233.263936961156,NA,240.811548580913,252.818676930554,307.938225501194,365.941371901277,374.667461435738,424.329805868444,455.898939550022,502.883448394488,496.938424246652,493.292373410059,493.979313874048,410.556219633749,333.018073977636,317.179309137518,258.777893096672,252.816308507998,254.969626802807,259.493978508563,250.386869537101,264.855056697034,284.104339942617,292.829595503768,316.801609613088,323.184796551161,328.676895173524,307.249187007454,300.409590443394,305.054296128022,285.54652601454,288.878927849821,281.39928913403,275.388798879108,275.376612454175,260.75459139815,249.113643926504,253.050485735409,"31013"
